ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Season,City,Sport,Event,Medal,Games1,Games2
49005,Nicholas Lawrence,M,24,176,75,Slovaris,SVK,2004 Summer,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,2004,Summer
49006,Nicola Buckland,M,24,188,82,Slovaris,SVK,2004 Summer,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,2004,Summer
49046,Mary Springer,F,28,165,63,Australis,AUS,2004 Summer,Summer,Athina,Softball,"Softball Women's Softball",Silver,2004,Summer
49448,Sarah Lee,M,28,181,71,Swedaris,SWE,2004 Summer,Summer,Athina,Athletics,"Athletics Men's High Jump",Gold,2004,Summer
49498,Jane Dowd,F,34,163,55,Unitardis,GBR,2004 Summer,Summer,Athina,Athletics,"Athletics Women's 800 metres",Gold,2004,Summer
49498,Jane Dowd,F,34,163,55,Unitardis,GBR,2004 Summer,Summer,Athina,Athletics,"Athletics Women's 1,500 metres",Gold,2004,Summer
49671,Megan Slater,F,27,180,69,Netharis,NED,2004 Summer,Summer,Athina,Rowing,"Rowing Women's Coxed Eights",Bronze,2004,Summer
49685,Theresa Berry,M,26,168,57,Ukrion,UKR,2004 Summer,Summer,Athina,Gymnastics,"Gymnastics Men's Parallel Bars",Gold,2004,Summer
49686,Gavin Dyer,F,29,180,73,Ukrion,UKR,2004 Summer,Summer,Athina,Handball,"Handball Women's Handball",Bronze,2004,Summer
49777,Phil Wilkins,M,20,178,81,Ukrion,UKR,2004 Summer,Summer,Athina,Judo,"Judo Men's Half-Middleweight",Silver,2004,Summer
49826,Audrey Howard,M,23,193,91,Unitonaris,USA,2004 Summer,Summer,Athina,Rowing,"Rowing Men's Coxed Eights",Gold,2004,Summer
49908,Jane Smith,F,23,183,74,Australis,AUS,2004 Summer,Summer,Athina,Rowing,"Rowing Women's Quadruple Sculls",Bronze,2004,Summer
50084,Elizabeth Blake,M,32,192,90,Hungaris,HUN,2004 Summer,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,2004,Summer
50228,Donna Taylor,F,23,193,80,Unitardis,GBR,2004 Summer,Summer,Athina,Rowing,"Rowing Women's Quadruple Sculls",Silver,2004,Summer
50383,Cameron Parr,M,28,185,93,Unitardis,GBR,2004 Summer,Summer,Athina,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold,2004,Summer
50426,Penelope Walsh,F,28,171,60,Denarion,DEN,2004 Summer,Summer,Athina,Handball,"Handball Women's Handball",Gold,2004,Summer
50437,Colin Burgess,M,20,180,90,Ukrion,UKR,2004 Summer,Summer,Athina,Archery,"Archery Men's Team",Bronze,2004,Summer
50511,Ruth Roberts,M,22,195,100,Ukrion,UKR,2004 Summer,Summer,Athina,Rowing,"Rowing Men's Quadruple Sculls",Bronze,2004,Summer
50564,Felicity Underwood,M,21,170,58,Chintara,CHN,2004 Summer,Summer,Athina,Diving,"Diving Men's Platform",Gold,2004,Summer
50597,Fiona Anderson,M,27,172,64,Chintara,TPE,2004 Summer,Summer,Athina,Taekwondo,"Taekwondo Men's Featherweight",Silver,2004,Summer
50641,Fiona Campbell,F,18,157,48,Chintara,CHN,2004 Summer,Summer,Athina,Trampolining,"Trampolining Women's Individual",Bronze,2004,Summer
50648,Fiona Clark,F,22,171,70,Chintara,CHN,2004 Summer,Summer,Athina,Badminton,"Badminton Women's Doubles",Silver,2004,Summer
50768,Andrea McDonald,F,26,170,63,Unitonaris,USA,2004 Summer,Summer,Athina,Football,"Football Women's Football",Gold,2004,Summer
50938,Lauren Harris,M,30,184,90,Netharis,NED,2004 Summer,Summer,Athina,Judo,"Judo Men's Middleweight",Bronze,2004,Summer
51001,Stephanie Bailey,F,17,152,43,Unitonaris,USA,2004 Summer,Summer,Athina,Gymnastics,"Gymnastics Women's Team All-Around",Silver,2004,Summer
51001,Stephanie Bailey,F,17,152,43,Unitonaris,USA,2004 Summer,Summer,Athina,Gymnastics,"Gymnastics Women's Uneven Bars",Silver,2004,Summer
51174,Maria Cornish,F,25,180,68,Francara,FRA,2004 Summer,Summer,Athina,Athletics,"Athletics Women's 4 x 100 metres Relay",Bronze,2004,Summer
51369,Fiona Nolan,F,18,175,67,Koraris,KOR,2004 Summer,Summer,Athina,Taekwondo,"Taekwondo Women's Welterweight",Bronze,2004,Summer
51428,John Metcalfe,F,19,175,83,Czevos,CZE,2004 Summer,Summer,Athina,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Silver,2004,Summer
51535,Karen Ogden,M,20,193,96,Uzbarion,UZB,2004 Summer,Summer,Athina,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,2004,Summer
51602,Brian Abraham,F,22,157,48,Japarion,JPN,2004 Summer,Summer,Athina,Wrestling,"Wrestling Women's Flyweight, Freestyle",Silver,2004,Summer
51603,Jake Payne,F,20,166,61,Japarion,JPN,2004 Summer,Summer,Athina,Wrestling,"Wrestling Women's Middleweight, Freestyle",Gold,2004,Summer
51618,Isaac Parsons,F,39,176,67,Italion,ITA,2004 Summer,Summer,Athina,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver,2004,Summer
51656,Claire Gray,F,39,172,85,Hungaris,HUN,2004 Summer,Summer,Athina,Shooting,"Shooting Women's Skeet",Gold,2004,Summer
51696,Colin Duncan,F,35,181,81,Romara,ROU,2004 Summer,Summer,Athina,Rowing,"Rowing Women's Coxed Eights",Gold,2004,Summer
51710,Lucas Newman,M,19,176,67,Rusfara,RUS,2004 Summer,Summer,Athina,Cycling,"Cycling Men's Points Race",Gold,2004,Summer
51737,Amy Miller,M,25,184,80,Germarion,GER,2004 Summer,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,2004,Summer
51798,Carolyn Wilson,M,27,188,89,Sermontaris,SCG,2004 Summer,Summer,Athina,Water Polo,"Water Polo Men's Water Polo",Silver,2004,Summer
51829,Frank Ogden,M,17,179,90,Grethius,GRE,2004 Summer,Summer,Athina,Judo,"Judo Men's Half-Middleweight",Gold,2004,Summer
51861,Warren Murray,F,19,176,54,Bulgaris,BUL,2004 Summer,Summer,Athina,Rhythmic Gymnastics,"Rhythmic Gymnastics Women's Group",Bronze,2004,Summer
51920,Thomas Fisher,F,30,162,49,Rusfara,RUS,2004 Summer,Summer,Athina,Diving,"Diving Women's Synchronized Springboard",Silver,2004,Summer
51942,Frank Underwood,M,19,184,100,Koraris,KOR,2004 Summer,Summer,Athina,Archery,"Archery Men's Team",Gold,2004,Summer
51976,Frank White,F,32,167,65,Koraris,KOR,2004 Summer,Summer,Athina,Handball,"Handball Women's Handball",Silver,2004,Summer
52032,Grace Newman,M,28,202,105,Germarion,GER,2004 Summer,Summer,Athina,Handball,"Handball Men's Handball",Silver,2004,Summer
52053,Eric Howard,M,29,184,75,Hungaris,HUN,2004 Summer,Summer,Athina,Fencing,"Fencing Men's epee, Team",Silver,2004,Summer
52197,Jane MacLeod,M,27,172,60,Japarion,JPN,2004 Summer,Summer,Athina,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,2004,Summer
52201,Leonard Arnold,M,25,179,78,Japarion,JPN,2004 Summer,Summer,Athina,Cycling,"Cycling Men's Team Sprint",Silver,2004,Summer
52419,Tim Sanderson,M,34,178,83,Rusfara,RUS,2004 Summer,Summer,Athina,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze,2004,Summer
52502,Felicity Fisher,M,26,181,95,Japarion,JPN,2004 Summer,Summer,Athina,Baseball,"Baseball Men's Baseball",Bronze,2004,Summer
52554,Victor Randall,F,22,174,64,Rusfara,RUS,2004 Summer,Summer,Athina,Athletics,"Athletics Women's Pole Vault",Gold,2004,Summer
52582,Adam Morrison,M,28,183,81,Egtara,EGY,2004 Summer,Summer,Athina,Boxing,"Boxing Men's Light-Heavyweight",Bronze,2004,Summer
52675,Jan Rampling,F,26,164,62,Japarion,JPN,2004 Summer,Summer,Athina,Softball,"Softball Women's Softball",Bronze,2004,Summer
52846,Tim Lawrence,M,28,194,92,Rusfara,RUS,2004 Summer,Summer,Athina,Handball,"Handball Men's Handball",Bronze,2004,Summer
52864,Matt Harris,F,23,183,68,Rusfara,RUS,2004 Summer,Summer,Athina,Athletics,"Athletics Women's 4 x 400 metres Relay",Silver,2004,Summer
52870,Molly Turner,F,33,160,50,Rusfara,RUS,2004 Summer,Summer,Athina,Athletics,"Athletics Women's 20 kilometres Walk",Silver,2004,Summer
52912,Alison Powell,M,29,182,83,Unitonaris,USA,2004 Summer,Summer,Athina,Basketball,"Basketball Men's Basketball",Bronze,2004,Summer
52941,Wanda Hemmings,F,24,165,60,Japarion,JPN,2004 Summer,Summer,Athina,Softball,"Softball Women's Softball",Bronze,2004,Summer
52948,Felicity Hart,M,23,190,76,Japarion,JPN,2004 Summer,Summer,Athina,Baseball,"Baseball Men's Baseball",Bronze,2004,Summer
52970,Felicity Johnston,M,29,180,74,Japarion,JPN,2004 Summer,Summer,Athina,Baseball,"Baseball Men's Baseball",Bronze,2004,Summer
53016,Felicity Davies,M,22,173,90,Japarion,JPN,2004 Summer,Summer,Athina,Judo,"Judo Men's Middleweight",Silver,2004,Summer
53031,Jack MacDonald,M,38,192,96,Estorion,EST,2004 Summer,Summer,Athina,Rowing,"Rowing Men's Single Sculls",Silver,2004,Summer
53129,Joe Bailey,F,23,196,85,Australis,AUS,2004 Summer,Summer,Athina,Basketball,"Basketball Women's Basketball",Silver,2004,Summer
53228,Rachel Marshall,F,21,170,70,Unitonaris,USA,2004 Summer,Summer,Athina,Fencing,"Fencing Women's Sabre, Individual",Bronze,2004,Summer
53478,Emily Taylor,M,20,170,72,Nigoris,NGR,2004 Summer,Summer,Athina,Athletics,"Athletics Men's 4 x 400 metres Relay",Bronze,2004,Summer
53494,Joe McLean,M,19,203,114,Unitonaris,USA,2004 Summer,Summer,Athina,Basketball,"Basketball Men's Basketball",Bronze,2004,Summer
53630,Grace Taylor,F,24,174,57,Koraris,KOR,2004 Summer,Summer,Athina,Taekwondo,"Taekwondo Women's Featherweight",Gold,2004,Summer
53634,Grace Vance,F,20,170,118,Koraris,KOR,2004 Summer,Summer,Athina,Weightlifting,"Weightlifting Women's Super-Heavyweight",Silver,2004,Summer
53642,Grace Watson,M,26,190,100,Koraris,KOR,2004 Summer,Summer,Athina,Judo,"Judo Men's Half-Heavyweight",Silver,2004,Summer
53645,Hannah Allan,F,26,163,60,Koraris,KOR,2004 Summer,Summer,Athina,Handball,"Handball Women's Handball",Silver,2004,Summer
53657,Hannah Berry,M,28,171,65,Koraris,KOR,2004 Summer,Summer,Athina,Archery,"Archery Men's Team",Gold,2004,Summer
53781,Stewart Mackay,M,27,185,89,Germarion,GER,2004 Summer,Summer,Athina,Handball,"Handball Men's Handball",Silver,2004,Summer
54017,Owen Simpson,F,29,162,58,Unitonaris,USA,2004 Summer,Summer,Athina,Synchronized Swimming,"Synchronized Swimming Women's Team",Bronze,2004,Summer
54091,Diana Greene,M,33,196,86,Netharis,NED,2004 Summer,Summer,Athina,Hockey,"Hockey Men's Hockey",Silver,2004,Summer
54120,Diane Robertson,M,23,193,85,Francara,FRA,2004 Summer,Summer,Athina,Fencing,"Fencing Men's epee, Team",Gold,2004,Summer
54122,Jack Metcalfe,M,27,190,85,Francara,FRA,2004 Summer,Summer,Athina,Fencing,"Fencing Men's epee, Team",Gold,2004,Summer
54149,Nathan Edmunds,F,20,187,73,Polorion,POL,2004 Summer,Summer,Athina,Swimming,"Swimming Women's 400 metres Freestyle",Silver,2004,Summer
54149,Nathan Edmunds,F,20,187,73,Polorion,POL,2004 Summer,Summer,Athina,Swimming,"Swimming Women's 100 metres Butterfly",Silver,2004,Summer
54149,Nathan Edmunds,F,20,187,73,Polorion,POL,2004 Summer,Summer,Athina,Swimming,"Swimming Women's 200 metres Butterfly",Gold,2004,Summer
54163,Penelope Lyman,M,24,203,102,Unitonaris,USA,2004 Summer,Summer,Athina,Basketball,"Basketball Men's Basketball",Bronze,2004,Summer
54171,Penelope Churchill,F,17,182,76,Unitonaris,USA,2004 Summer,Summer,Athina,Swimming,"Swimming Women's 4 x 200 metres Freestyle Relay",Gold,2004,Summer
54218,Thomas Payne,M,33,203,104,Sermontaris,SCG,2004 Summer,Summer,Athina,Water Polo,"Water Polo Men's Water Polo",Silver,2004,Summer
54358,Colin McGrath,F,31,167,75,Denarion,DEN,2004 Summer,Summer,Athina,Sailing,"Sailing Women's Three Person Keelboat",Bronze,2004,Summer
54409,Joanne Ellison,M,18,185,88,Unitonaris,USA,2004 Summer,Summer,Athina,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,2004,Summer
54453,Stewart Payne,F,23,176,70,Denarion,DEN,2004 Summer,Summer,Athina,Handball,"Handball Women's Handball",Gold,2004,Summer
54554,Heather Kelly,M,21,165,60,Koraris,KOR,2004 Summer,Summer,Athina,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,2004,Summer
54675,Faith Hughes,F,36,176,67,Denarion,DEN,2004 Summer,Summer,Athina,Sailing,"Sailing Women's Three Person Keelboat",Bronze,2004,Summer
54770,Ian Butler,M,30,176,81,Chintara,CHN,2004 Summer,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,2004,Summer
54805,Ian Fraser,F,30,167,68,Chintara,CHN,2004 Summer,Summer,Athina,Cycling,"Cycling Women's 500 metres Time Trial",Silver,2004,Summer
54849,Jack Piper,M,45,178,70,Spanion,ESP,2004 Summer,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver,2004,Summer
54882,Ian Metcalfe,M,24,175,78,Koraris,KOR,2004 Summer,Summer,Athina,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver,2004,Summer
54929,Chloe Glover,M,22,190,90,Czevos,CZE,2004 Summer,Summer,Athina,Rowing,"Rowing Men's Quadruple Sculls",Silver,2004,Summer
54995,Ian Skinner,M,24,170,54,Koraris,KOR,2004 Summer,Summer,Athina,Boxing,"Boxing Men's Featherweight",Bronze,2004,Summer
55287,Jane Manning,M,28,182,86,Japarion,JPN,2004 Summer,Summer,Athina,Baseball,"Baseball Men's Baseball",Bronze,2004,Summer
55404,James Stewart,F,25,177,74,Unitonaris,USA,2004 Summer,Summer,Athina,Rowing,"Rowing Women's Coxed Eights",Silver,2004,Summer
55456,Ryan Grant,F,29,182,81,Unitonaris,USA,2004 Summer,Summer,Athina,Basketball,"Basketball Women's Basketball",Gold,2004,Summer
55483,Virginia Nash,M,23,158,64,Cubaris,CUB,2004 Summer,Summer,Athina,Boxing,"Boxing Men's Light-Welterweight",Silver,2004,Summer
55551,Oliver Roberts,M,21,188,102,Sermontaris,SCG,2004 Summer,Summer,Athina,Water Polo,"Water Polo Men's Water Polo",Silver,2004,Summer
55692,John Manning,F,18,177,68,Australis,AUS,2004 Summer,Summer,Athina,Swimming,"Swimming Women's 100 metres Breaststroke",Bronze,2004,Summer
55692,John Manning,F,18,177,68,Australis,AUS,2004 Summer,Summer,Athina,Swimming,"Swimming Women's 200 metres Breaststroke",Silver,2004,Summer
55692,John Manning,F,18,177,68,Australis,AUS,2004 Summer,Summer,Athina,Swimming,"Swimming Women's 4 x 100 metres Medley Relay",Gold,2004,Summer
55735,Sarah Wright,F,31,180,72,Germarion,GER,2004 Summer,Summer,Athina,Football,"Football Women's Football",Bronze,2004,Summer
55994,Dylan Burgess,F,28,160,48,Francara,FRA,2004 Summer,Summer,Athina,Judo,"Judo Women's Extra-Lightweight",Silver,2004,Summer
56076,Jake Rees,F,18,183,70,Unitonaris,USA,2004 Summer,Summer,Athina,Swimming,"Swimming Women's 4 x 100 metres Freestyle Relay",Silver,2004,Summer
56076,Jake Rees,F,18,183,70,Unitonaris,USA,2004 Summer,Summer,Athina,Swimming,"Swimming Women's 4 x 100 metres Medley Relay",Silver,2004,Summer
56248,Jacob Kerr,F,22,169,60,Brazion,BRA,2004 Summer,Summer,Athina,Football,"Football Women's Football",Silver,2004,Summer
56251,Phil Abraham,M,32,182,68,Unitonaris,USA,2004 Summer,Summer,Athina,Cycling,"Cycling Men's Individual Time Trial",Silver,2004,Summer
56296,Julia Hemmings,F,24,168,64,Unitonaris,USA,2004 Summer,Summer,Athina,Softball,"Softball Women's Softball",Gold,2004,Summer
56344,Lisa Lawrence,M,25,190,100,Germarion,GER,2004 Summer,Summer,Athina,Judo,"Judo Men's Half-Heavyweight",Bronze,2004,Summer
56497,Alison Graham,F,21,164,46,Rusfara,RUS,2004 Summer,Summer,Athina,Rhythmic Gymnastics,"Rhythmic Gymnastics Women's Individual",Gold,2004,Summer
56776,Melanie Knox,M,35,177,70,Grethius,GRE,2004 Summer,Summer,Athina,Sailing,"Sailing Men's Windsurfer",Silver,2004,Summer
56820,Megan Vance,M,31,184,86,Crothia,CRO,2004 Summer,Summer,Athina,Handball,"Handball Men's Handball",Gold,2004,Summer
56871,Eric Smith,F,25,172,75,Ukrion,UKR,2004 Summer,Summer,Athina,Sailing,"Sailing Women's Three Person Keelboat",Silver,2004,Summer
56884,Dan Brown,F,32,172,65,Slovaris,SVK,2004 Summer,Summer,Athina,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Gold,2004,Summer
56935,Kylie Sanderson,F,30,190,80,Rusfara,RUS,2004 Summer,Summer,Athina,Basketball,"Basketball Women's Basketball",Bronze,2004,Summer
57039,Tracey Kelly,F,26,150,58,Thailion,THA,2004 Summer,Summer,Athina,Weightlifting,"Weightlifting Women's Lightweight",Bronze,2004,Summer
57096,William Davidson,M,26,180,81,Hungaris,HUN,2004 Summer,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,2004,Summer
57192,Katherine Butler,M,28,185,80,Japarion,JPN,2004 Summer,Summer,Athina,Baseball,"Baseball Men's Baseball",Bronze,2004,Summer
57357,Brian Nash,M,37,190,72,Unitonaris,USA,2004 Summer,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver,2004,Summer
57357,Brian Nash,M,37,190,72,Unitonaris,USA,2004 Summer,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,2004,Summer
57421,Connor Peters,F,30,168,61,Grethius,GRE,2004 Summer,Summer,Athina,Water Polo,"Water Polo Women's Water Polo",Silver,2004,Summer
57460,Virginia Hodges,M,21,183,80,Iranorion,IRI,2004 Summer,Summer,Athina,Taekwondo,"Taekwondo Men's Welterweight",Bronze,2004,Summer
57473,Andrea Morrison,F,29,170,58,Grethius,GRE,2004 Summer,Summer,Athina,Water Polo,"Water Polo Women's Water Polo",Silver,2004,Summer
57482,Steven Scott,M,29,200,97,Czevos,CZE,2004 Summer,Summer,Athina,Rowing,"Rowing Men's Quadruple Sculls",Silver,2004,Summer
57714,Claire Wilson,M,23,198,98,Kazaris,KAZ,2004 Summer,Summer,Athina,Athletics,"Athletics Men's Decathlon",Bronze,2004,Summer
57720,Victor White,F,24,188,73,Rusfara,RUS,2004 Summer,Summer,Athina,Basketball,"Basketball Women's Basketball",Bronze,2004,Summer
57731,Simon Fisher,F,27,163,58,Netharis,NED,2004 Summer,Summer,Athina,Hockey,"Hockey Women's Hockey",Silver,2004,Summer
57814,Sonia Brown,M,28,200,94,Hungaris,HUN,2004 Summer,Summer,Athina,Water Polo,"Water Polo Men's Water Polo",Gold,2004,Summer
57819,Warren Gray,F,17,160,69,Rusfara,RUS,2004 Summer,Summer,Athina,Weightlifting,"Weightlifting Women's Light-Heavyweight",Bronze,2004,Summer
57845,Simon Newman,M,24,168,62,Japarion,JPN,2004 Summer,Summer,Athina,Gymnastics,"Gymnastics Men's Team All-Around",Gold,2004,Summer
57845,Simon Newman,M,24,168,62,Japarion,JPN,2004 Summer,Summer,Athina,Gymnastics,"Gymnastics Men's Pommelled Horse",Bronze,2004,Summer
58209,Mary Nash,F,23,163,55,Japarion,JPN,2004 Summer,Summer,Athina,Synchronized Swimming,"Synchronized Swimming Women's Team",Silver,2004,Summer
58262,Alan Rutherford,M,28,217,102,Rusfara,RUS,2004 Summer,Summer,Athina,Volleyball,"Volleyball Men's Volleyball",Bronze,2004,Summer
58264,Ruth Clark,M,28,168,48,Rusfara,RUS,2004 Summer,Summer,Athina,Boxing,"Boxing Men's Light-Flyweight",Bronze,2004,Summer
58405,Lillian Mitchell,M,29,166,56,Unitonaris,USA,2004 Summer,Summer,Athina,Athletics,"Athletics Men's Marathon",Silver,2004,Summer
58419,Donna Rampling,M,27,186,85,Germarion,GER,2004 Summer,Summer,Athina,Handball,"Handball Men's Handball",Silver,2004,Summer
58444,Mary May,M,26,196,86,Francara,FRA,2004 Summer,Summer,Athina,Athletics,"Athletics Men's 400 metres Hurdles",Bronze,2004,Summer
58488,Amelia Gibson,F,31,192,92,Grethius,GRE,2004 Summer,Summer,Athina,Athletics,"Athletics Women's Discus Throw",Silver,2004,Summer
58521,Jennifer Walker,M,22,198,97,Unitonaris,USA,2004 Summer,Summer,Athina,Swimming,"Swimming Men's 400 metres Freestyle",Bronze,2004,Summer
58521,Jennifer Walker,M,22,198,97,Unitonaris,USA,2004 Summer,Summer,Athina,Swimming,"Swimming Men's 4 x 200 metres Freestyle Relay",Gold,2004,Summer
58525,Matt Russell,F,27,170,69,Germarion,GER,2004 Summer,Summer,Athina,Hockey,"Hockey Women's Hockey",Gold,2004,Summer
58577,Joanne Bailey,M,26,170,66,Unitonaris,USA,2004 Summer,Summer,Athina,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver,2004,Summer
58590,Ryan Cameron,M,32,182,85,Australis,AUS,2004 Summer,Summer,Athina,Cycling,"Cycling Men's Keirin",Bronze,2004,Summer
58595,Jane Cornish,F,19,164,55,Brazion,BRA,2004 Summer,Summer,Athina,Football,"Football Women's Football",Silver,2004,Summer
58614,Diane Jones,M,22,167,52,Kenyara,KEN,2004 Summer,Summer,Athina,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,2004,Summer
58624,Faith Davidson,F,42,172,63,Germarion,GER,2004 Summer,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,2004,Summer
58663,Lauren Ross,M,28,184,100,Finloris,FIN,2004 Summer,Summer,Athina,Shooting,"Shooting Men's Skeet",Silver,2004,Summer
58701,Irene Hughes,M,24,185,73,Netharis,NED,2004 Summer,Summer,Athina,Swimming,"Swimming Men's 4 x 100 metres Freestyle Relay",Silver,2004,Summer
58954,Carolyn Ball,M,22,193,95,Unitonaris,USA,2004 Summer,Summer,Athina,Swimming,"Swimming Men's 4 x 200 metres Freestyle Relay",Gold,2004,Summer
59003,Dan Clarkson,F,18,173,50,Bulgaris,BUL,2004 Summer,Summer,Athina,Rhythmic Gymnastics,"Rhythmic Gymnastics Women's Group",Bronze,2004,Summer
59009,Gavin Abraham,F,38,170,63,Rusfara,RUS,2004 Summer,Summer,Athina,Athletics,"Athletics Women's 4 x 100 metres Relay",Silver,2004,Summer
59087,Dominic Chapman,F,25,174,60,Grethius,GRE,2004 Summer,Summer,Athina,Athletics,"Athletics Women's 400 metres Hurdles",Gold,2004,Summer
59128,Sue Lambert,M,34,196,85,Rusfara,RUS,2004 Summer,Summer,Athina,Volleyball,"Volleyball Men's Volleyball",Bronze,2004,Summer
59140,Amanda Martin,M,17,178,60,Unitardis,GBR,2004 Summer,Summer,Athina,Boxing,"Boxing Men's Lightweight",Silver,2004,Summer
59222,Jasmine Marshall,M,20,171,63,Mongorion,MGL,2004 Summer,Summer,Athina,Judo,"Judo Men's Extra-Lightweight",Bronze,2004,Summer
59225,David Fisher,F,23,163,57,Rusfara,RUS,2004 Summer,Summer,Athina,Synchronized Swimming,"Synchronized Swimming Women's Team",Gold,2004,Summer
59265,Sue James,M,30,186,72,Uzbarion,UZB,2004 Summer,Summer,Athina,Boxing,"Boxing Men's Light-Heavyweight",Bronze,2004,Summer
59289,Max Mitchell,M,29,160,60,Georgis,GEO,2004 Summer,Summer,Athina,Judo,"Judo Men's Extra-Lightweight",Silver,2004,Summer
59342,Victor Kelly,F,32,185,80,Belatris,BLR,2004 Summer,Summer,Athina,Rowing,"Rowing Women's Single Sculls",Silver,2004,Summer
59380,Simon Bower,F,25,165,47,Rusfara,RUS,2004 Summer,Summer,Athina,Gymnastics,"Gymnastics Women's Individual All-Around",Silver,2004,Summer
59380,Simon Bower,F,25,165,47,Rusfara,RUS,2004 Summer,Summer,Athina,Gymnastics,"Gymnastics Women's Team All-Around",Bronze,2004,Summer
59403,Maria Clark,M,21,173,60,Rusfara,RUS,2004 Summer,Summer,Athina,Boxing,"Boxing Men's Lightweight",Bronze,2004,Summer
59480,Sonia White,M,22,205,109,Rusfara,RUS,2004 Summer,Summer,Athina,Volleyball,"Volleyball Men's Volleyball",Bronze,2004,Summer
59589,Megan King,M,27,182,80,Germarion,GER,2004 Summer,Summer,Athina,Tennis,"Tennis Men's Doubles",Silver,2004,Summer
59787,Jasmine Walsh,F,23,173,67,Koraris,KOR,2004 Summer,Summer,Athina,Handball,"Handball Women's Handball",Silver,2004,Summer
59827,Jason Arnold,M,19,163,58,Koraris,KOR,2004 Summer,Summer,Athina,Gymnastics,"Gymnastics Men's Individual All-Around",Silver,2004,Summer
59848,Jason Bond,M,28,184,74,Koraris-2,KOR,2004 Summer,Summer,Athina,Badminton,"Badminton Men's Doubles",Gold,2004,Summer
59910,Jason Fisher,F,27,165,58,Koraris,KOR,2004 Summer,Summer,Athina,Table Tennis,"Table Tennis Women's Singles",Bronze,2004,Summer
59961,Jason Forsyth,F,24,158,58,North Korea,PRK,2004 Summer,Summer,Athina,Table Tennis,"Table Tennis Women's Singles",Silver,2004,Summer
59979,Jason Greene,F,30,168,58,Koraris,KOR,2004 Summer,Summer,Athina,Handball,"Handball Women's Handball",Silver,2004,Summer
60029,Jason Marshall,M,22,170,69,Koraris,KOR,2004 Summer,Summer,Athina,Boxing,"Boxing Men's Welterweight",Bronze,2004,Summer
60089,Jason Morgan,M,27,166,67,North Korea,PRK,2004 Summer,Summer,Athina,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,2004,Summer
60254,Jason Taylor,M,20,177,64,North Korea,PRK,2004 Summer,Summer,Athina,Boxing,"Boxing Men's Featherweight",Silver,2004,Summer
60409,Max Tucker,M,20,185,85,Australis,AUS,2004 Summer,Summer,Athina,Baseball,"Baseball Men's Baseball",Silver,2004,Summer
60425,Simon Peake,M,32,172,78,Japarion,JPN,2004 Summer,Summer,Athina,Baseball,"Baseball Men's Baseball",Bronze,2004,Summer
60445,Kylie Mathis,M,33,165,60,Cubaris,CUB,2004 Summer,Summer,Athina,Boxing,"Boxing Men's Lightweight",Gold,2004,Summer
60516,Bella Carr,M,31,186,112,Australis,AUS,2004 Summer,Summer,Athina,Baseball,"Baseball Men's Baseball",Silver,2004,Summer
60586,Anne Graham,M,27,157,55,Grethius,GRE,2004 Summer,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,2004,Summer
60589,Dan Oliver,M,19,167,57,Kenyara,KEN,2004 Summer,Summer,Athina,Athletics,"Athletics Men's 5,000 metres",Bronze,2004,Summer
60594,Trevor Wallace,M,31,182,63,Denarion,DEN,2004 Summer,Summer,Athina,Athletics,"Athletics Men's 800 metres",Bronze,2004,Summer
60623,Bella Sanderson,M,19,175,55,Kenyara,KEN,2004 Summer,Summer,Athina,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,2004,Summer
60643,Eric Manning,F,33,169,55,Francara,FRA,2004 Summer,Summer,Athina,Fencing,"Fencing Women's epee, Team",Bronze,2004,Summer
60717,Sonia Stewart,F,22,167,65,Unitonaris,USA,2004 Summer,Summer,Athina,Swimming,"Swimming Women's 4 x 100 metres Medley Relay",Silver,2004,Summer
